id,overall_qual,year_built,year_remod/add,mas_vnr_area,exter_qual,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_cars,garage_area,saleprice,lifespan,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone
2535,6,1968,2004,203.0,1,760.0,976.0,976,976,1,2,4,1,2.0,504.0,157500,38,0,1,0,0,0,0,0,1,0,0
2030,5,1901,1950,0.0,1,0.0,969.0,969,1214,1,1,6,0,1.0,216.0,117000,106,0,1,0,0,0,0,0,0,1,0
2634,5,1962,1962,0.0,1,468.0,864.0,864,864,1,1,5,0,1.0,336.0,105000,44,0,1,0,0,0,0,0,0,1,0
1530,6,1936,1950,0.0,1,0.0,1064.0,1166,1639,1,1,6,0,1.0,240.0,115000,72,1,0,0,0,0,0,0,0,1,0
435,9,2008,2008,302.0,3,0.0,1736.0,1736,1736,2,3,7,1,3.0,834.0,360000,1,0,0,1,0,0,0,0,0,0,1
812,5,1979,1979,0.0,1,0.0,0.0,1535,1535,2,1,8,0,2.0,400.0,118858,30,0,0,0,1,0,0,0,0,1,0
1202,6,1966,2000,252.0,1,400.0,800.0,800,1632,1,2,7,0,2.0,484.0,173000,42,0,1,0,0,0,0,0,1,0,0
666,3,1890,1998,0.0,1,0.0,630.0,725,725,1,1,4,0,1.0,320.0,78500,119,1,0,0,0,0,0,0,0,1,0
1751,7,2004,2004,0.0,2,0.0,840.0,840,1720,2,2,7,1,2.0,440.0,183500,3,0,0,1,0,0,0,0,0,1,0
705,4,1953,1953,0.0,0,0.0,936.0,936,936,1,1,4,0,2.0,576.0,93000,56,0,1,0,0,0,0,0,0,1,0
1744,8,2003,2003,72.0,2,1084.0,1406.0,1589,1589,2,2,7,1,3.0,630.0,226500,4,0,0,1,0,0,0,0,1,0,0
357,6,1993,1994,0.0,2,0.0,799.0,799,1571,2,1,7,1,2.0,380.0,178000,16,0,0,1,0,0,0,0,0,1,0
2133,7,2003,2003,167.0,2,1013.0,1453.0,1479,1479,2,2,7,0,2.0,558.0,226000,4,0,0,1,0,0,0,0,1,0,0
989,5,1969,1969,178.0,2,496.0,784.0,784,1632,1,1,7,1,2.0,898.0,173000,40,0,1,0,0,0,0,0,1,0,0
562,5,1965,1965,0.0,1,553.0,864.0,864,864,1,1,5,1,1.0,360.0,62383,44,0,1,0,0,0,0,0,0,1,0
1054,9,2008,2008,268.0,3,1330.0,1452.0,1476,2713,2,3,11,1,3.0,858.0,446261,0,0,0,1,0,0,0,0,0,0,1
2850,7,1926,1997,0.0,1,424.0,624.0,743,1479,1,2,6,2,1.0,312.0,160000,80,1,0,0,0,0,0,0,0,1,0
1082,7,2004,2004,24.0,2,1087.0,1393.0,1576,1576,2,2,7,1,3.0,668.0,219990,4,0,0,1,0,0,0,0,1,0,0
1440,7,1999,2000,125.0,2,0.0,1468.0,1479,1479,2,2,6,0,2.0,577.0,191000,9,0,0,1,0,0,0,0,1,0,0
2006,5,1925,1994,0.0,1,317.0,756.0,916,1060,1,1,6,1,1.0,308.0,136500,82,0,0,1,0,0,0,0,0,1,0
2082,4,1958,1994,0.0,1,0.0,0.0,943,943,1,2,5,0,1.0,308.0,80000,49,0,0,0,1,0,0,0,0,1,0
2344,7,1988,1988,178.0,2,1002.0,1204.0,1377,2183,2,2,9,0,3.0,786.0,229000,18,0,0,1,0,0,0,0,1,0,0
248,7,1993,1994,246.0,2,750.0,1050.0,1062,1949,2,2,8,1,2.0,574.0,236000,17,0,0,1,0,0,0,0,1,0,0
2276,10,2006,2007,242.0,3,0.0,1824.0,1824,1824,2,3,8,1,3.0,932.0,392000,1,0,0,1,0,0,0,0,1,0,0
755,6,1927,1950,0.0,1,522.0,720.0,1146,1930,2,1,8,0,1.0,316.0,149000,82,0,1,0,0,0,0,0,0,1,0
1178,10,1998,1999,0.0,3,128.0,970.0,1469,2393,2,3,7,1,2.0,846.0,345000,10,0,0,1,0,0,0,0,0,1,0
2636,5,1900,2005,0.0,2,0.0,716.0,1007,2014,2,1,8,0,2.0,624.0,169000,106,0,0,1,0,0,0,0,0,1,0
2077,4,1946,1950,0.0,1,0.0,484.0,1242,1242,1,1,4,0,1.0,336.0,109900,61,0,1,0,0,0,0,0,0,1,0
2930,7,1993,1994,94.0,1,758.0,996.0,996,2000,2,1,9,1,3.0,650.0,188000,13,0,0,1,0,0,0,0,1,0,0
737,6,1939,1950,0.0,1,0.0,780.0,825,1412,1,1,6,1,1.0,280.0,132500,70,0,1,0,0,0,0,0,0,1,0
837,5,1994,1994,0.0,1,755.0,990.0,990,990,1,1,5,0,1.0,440.0,143000,15,0,0,1,0,0,0,0,0,1,0
2086,5,1951,1951,0.0,1,557.0,1342.0,1342,1342,1,1,7,0,1.0,256.0,125000,56,0,1,0,0,0,0,0,0,1,0
2385,9,2005,2005,568.0,3,1505.0,1868.0,1868,1868,2,3,7,1,3.0,1085.0,415000,1,0,0,1,0,0,0,0,1,0,0
189,4,1910,1950,0.0,1,0.0,622.0,741,1363,1,1,6,0,2.0,528.0,125500,100,0,1,0,0,0,0,0,0,1,0
635,6,1958,1988,183.0,1,620.0,1240.0,1632,1632,2,1,6,1,1.0,338.0,139000,51,0,1,0,0,0,0,1,0,0,0
432,10,2008,2008,420.0,3,1338.0,1722.0,1728,2296,2,3,10,1,3.0,842.0,451950,1,0,0,1,0,0,0,0,0,0,1
900,5,1959,1959,74.0,1,0.0,1678.0,1678,1678,2,1,10,0,0.0,0.0,119900,50,0,1,0,0,0,0,0,1,0,0
966,8,2001,2002,136.0,2,1005.0,1267.0,1296,1296,2,2,6,0,2.0,471.0,220000,8,0,0,1,0,0,0,0,1,0,0
1612,6,1971,1971,302.0,1,838.0,1587.0,1587,1587,2,1,7,1,2.0,525.0,167300,36,0,1,0,0,0,0,0,1,0,0
904,5,1941,1950,0.0,1,626.0,720.0,854,1298,1,1,6,2,1.0,256.0,122000,68,0,1,0,0,0,0,0,0,1,0
2487,5,1963,1963,336.0,1,1332.0,1728.0,1728,1728,2,1,10,0,2.0,504.0,125000,43,0,1,0,0,0,0,0,1,0,0
1304,5,1957,1957,0.0,1,308.0,928.0,928,928,1,1,5,0,1.0,288.0,112500,51,0,1,0,0,0,0,0,0,1,0
2112,7,2005,2006,0.0,2,0.0,879.0,879,1795,2,2,7,0,2.0,578.0,191000,2,0,0,1,0,0,0,0,0,1,0
1244,6,1958,1958,135.0,1,570.0,1080.0,1080,1080,1,1,5,0,1.0,288.0,136000,50,0,1,0,0,0,0,0,1,0,0
843,7,1998,1998,0.0,1,0.0,866.0,866,1779,2,2,6,0,2.0,546.0,197900,11,0,0,1,0,0,0,0,0,1,0
2689,6,1910,2003,0.0,1,0.0,485.0,1001,1635,1,2,5,0,1.0,255.0,117000,96,0,1,0,0,0,0,0,0,1,0
2753,7,2006,2006,84.0,2,684.0,1199.0,1220,1220,2,2,6,0,2.0,632.0,194000,0,0,0,1,0,0,0,0,0,0,1
1169,9,2001,2001,179.0,2,1004.0,1310.0,1310,1310,1,2,5,1,2.0,545.0,285000,7,0,0,1,0,0,0,0,1,0,0
1376,5,1940,1999,0.0,1,351.0,644.0,808,1355,2,1,6,0,0.0,0.0,127500,68,1,0,0,0,0,0,0,0,1,0
2503,7,1992,2000,0.0,2,728.0,1095.0,1166,2295,2,2,9,1,2.0,590.0,268000,14,0,0,1,0,0,0,0,0,1,0
1987,4,1900,1950,0.0,1,0.0,1075.0,1156,1798,2,1,7,0,2.0,342.0,137000,107,0,0,1,0,0,0,0,0,1,0
1190,7,1967,1967,0.0,1,603.0,1620.0,1620,1620,2,2,8,1,2.0,578.0,215000,41,0,1,0,0,0,0,0,0,1,0
1930,5,1955,1955,0.0,1,288.0,1216.0,1216,1216,1,1,5,0,1.0,336.0,129500,52,0,1,0,0,0,0,0,0,1,0
2677,5,1936,1950,0.0,1,0.0,896.0,896,1344,1,1,7,0,1.0,240.0,115000,70,1,0,0,0,0,0,0,0,1,0
1256,5,1925,1950,0.0,1,0.0,747.0,747,1159,1,1,5,0,1.0,288.0,114000,83,0,0,1,0,0,0,0,0,1,0
2484,4,1966,1966,0.0,1,1056.0,1056.0,1056,1056,1,1,5,0,1.0,384.0,107000,40,0,1,0,0,0,0,0,0,1,0
1253,5,1947,1950,0.0,1,442.0,832.0,832,1216,1,1,6,0,1.0,336.0,118500,61,0,1,0,0,0,0,0,0,1,0
1337,6,1929,1950,0.0,1,0.0,862.0,950,1158,1,1,5,1,1.0,208.0,120000,79,1,0,0,0,0,0,0,0,1,0
1788,8,2005,2005,148.0,2,769.0,1538.0,1538,1538,2,2,7,0,2.0,484.0,260000,2,0,0,1,0,0,0,0,1,0,0
141,5,1959,1959,150.0,1,856.0,1143.0,1143,1143,1,1,6,0,1.0,308.0,136000,51,0,1,0,0,0,0,0,1,0,0
1669,4,1971,1971,0.0,1,0.0,858.0,872,872,1,1,5,0,4.0,480.0,123000,36,0,1,0,0,0,0,0,0,1,0
1366,6,1920,1950,0.0,1,0.0,319.0,1035,1406,1,0,6,0,0.0,0.0,89500,88,0,1,0,0,0,0,0,0,1,0
52,6,2005,2005,0.0,2,0.0,1324.0,1324,1324,2,2,6,0,2.0,430.0,199500,5,0,0,1,0,0,0,0,0,1,0
1380,5,1966,1966,41.0,1,0.0,876.0,904,904,1,1,6,0,1.0,408.0,109900,42,0,0,1,0,0,0,1,0,0,0
919,7,1926,2004,0.0,2,0.0,1276.0,1276,2080,1,2,9,2,1.0,282.0,234000,83,1,0,0,0,0,0,0,0,1,0
2804,6,2004,2004,169.0,2,662.0,848.0,848,848,1,2,3,1,2.0,420.0,155900,2,0,0,1,0,0,0,0,1,0,0
782,4,1957,1989,0.0,1,0.0,1104.0,1104,1788,1,1,8,2,1.0,304.0,161500,52,0,1,0,0,0,0,0,0,1,0
956,6,1958,1958,541.0,1,111.0,819.0,1344,1344,1,2,7,1,2.0,525.0,137500,51,0,1,0,0,0,0,0,1,0,0
187,5,1910,1950,0.0,1,0.0,840.0,1128,2256,2,0,12,0,0.0,0.0,76500,100,1,0,0,0,0,0,0,0,1,0
2074,6,1988,1989,268.0,2,831.0,1151.0,1164,2060,2,1,8,1,2.0,521.0,211000,19,0,0,1,0,0,0,0,1,0,0
1039,6,1998,1999,0.0,2,266.0,1405.0,1337,1337,2,2,5,0,2.0,511.0,181000,10,0,0,1,0,0,0,0,0,1,0
1210,6,1966,1966,183.0,1,312.0,1127.0,1165,1165,1,1,6,0,2.0,490.0,174900,42,0,1,0,0,0,0,0,1,0,0
2710,5,1966,1966,97.0,1,328.0,1164.0,1320,1320,1,1,6,2,2.0,564.0,164500,40,0,1,0,0,0,0,0,1,0,0
44,7,2004,2004,168.0,2,2.0,1517.0,1535,1535,2,2,7,0,2.0,532.0,214000,6,0,0,1,0,0,0,0,1,0,0
1026,7,1980,1988,280.0,1,0.0,738.0,1277,2044,2,1,7,1,2.0,489.0,185000,28,0,1,0,0,0,0,0,1,0,0
1343,4,1929,1950,0.0,1,80.0,704.0,624,1136,1,1,6,0,1.0,336.0,123000,79,0,0,1,0,0,0,0,0,1,0
2248,6,1979,1979,0.0,1,1001.0,1001.0,1299,1299,2,2,5,1,2.0,486.0,183500,28,0,1,0,0,0,0,0,0,1,0
1849,8,1999,2000,456.0,2,0.0,776.0,764,1441,2,2,5,0,2.0,492.0,174000,8,0,0,1,0,0,0,0,1,0,0
2076,5,1953,1953,0.0,1,587.0,1073.0,1630,1630,2,1,6,1,2.0,649.0,130000,54,0,1,0,0,0,0,0,0,1,0
2641,7,1925,1990,0.0,1,16.0,728.0,832,1641,1,3,6,1,2.0,546.0,178000,81,1,0,0,0,0,0,0,0,1,0
5,5,1997,1998,0.0,1,791.0,928.0,928,1629,2,1,6,1,2.0,482.0,189900,13,0,0,1,0,0,0,0,0,1,0
878,6,2003,2004,170.0,2,685.0,848.0,848,848,1,2,4,0,2.0,420.0,144000,6,0,0,1,0,0,0,0,1,0,0
1548,6,1930,2007,0.0,2,538.0,816.0,816,816,1,1,5,0,1.0,432.0,120500,78,1,0,0,0,0,0,0,0,1,0
841,5,1994,1995,0.0,1,0.0,1097.0,1097,1097,1,1,6,0,2.0,672.0,145000,15,0,0,1,0,0,0,0,0,1,0
1621,8,2000,2000,0.0,2,1196.0,1494.0,1652,1652,2,3,6,0,2.0,499.0,251000,7,0,0,1,0,0,0,0,0,1,0
218,4,1968,1968,0.0,1,0.0,1768.0,1768,1768,2,1,8,0,0.0,0.0,136500,42,0,1,0,0,0,0,0,0,1,0
1504,4,1955,1955,58.0,1,0.0,0.0,1152,1152,2,1,6,0,0.0,0.0,82500,53,0,0,0,1,0,0,1,0,0,0
455,7,2007,2008,176.0,2,876.0,1350.0,1358,1358,2,2,6,1,2.0,484.0,212500,2,0,0,1,0,0,0,0,0,0,1
2906,6,1998,1998,116.0,1,897.0,1216.0,1216,1216,2,1,5,0,2.0,402.0,164000,8,0,0,1,0,0,0,0,1,0,0
2878,6,1957,1957,327.0,1,0.0,967.0,967,1638,2,2,6,0,1.0,384.0,139000,49,0,1,0,0,0,0,0,1,0,0
1173,7,1999,2000,212.0,2,510.0,600.0,624,1252,2,2,4,0,2.0,462.0,160000,9,0,0,1,0,0,0,0,1,0,0
985,5,1992,1993,0.0,1,718.0,828.0,883,883,1,1,5,1,2.0,698.0,149000,17,0,0,1,0,0,0,0,0,1,0
975,5,1968,1968,0.0,1,510.0,864.0,874,874,1,1,5,0,1.0,288.0,130000,41,0,1,0,0,0,0,0,0,1,0
202,7,1921,1950,0.0,1,0.0,576.0,902,1710,2,1,9,0,2.0,480.0,140000,89,1,0,0,0,0,0,0,0,1,0
528,8,2008,2009,288.0,2,0.0,1836.0,1836,1836,2,2,8,1,2.0,517.0,264500,1,0,0,1,0,0,0,0,1,0,0
2579,5,1957,1957,0.0,1,895.0,1092.0,1092,1092,1,1,6,1,1.0,299.0,141000,49,0,1,0,0,0,0,0,0,1,0
1841,7,2006,2007,0.0,2,1106.0,1241.0,1241,1241,1,2,4,0,2.0,569.0,199900,1,0,0,1,0,0,0,0,0,1,0
591,6,1977,1977,360.0,1,686.0,1350.0,1334,1334,2,1,6,1,2.0,630.0,167900,32,0,1,0,0,0,0,0,1,0,0
1897,6,1960,1987,85.0,1,594.0,1144.0,1429,1429,1,2,7,2,2.0,572.0,181900,47,0,1,0,0,0,0,0,1,0,0
70,8,2008,2008,36.0,2,1078.0,1566.0,1566,1566,2,2,7,0,2.0,750.0,262500,2,0,0,1,0,0,0,0,0,0,1
590,7,1977,1992,283.0,1,432.0,908.0,1316,2288,1,2,8,2,2.0,520.0,230000,32,0,0,1,0,0,0,0,1,0,0
1172,9,1999,2000,60.0,2,1238.0,1698.0,1709,1709,2,2,5,1,2.0,506.0,328900,9,0,0,1,0,0,0,0,1,0,0
1714,8,2005,2005,210.0,2,119.0,1721.0,1721,1721,2,2,7,0,2.0,554.0,232698,2,0,0,1,0,0,0,0,1,0,0
829,8,2008,2008,140.0,2,872.0,1254.0,1254,1254,2,2,5,0,3.0,810.0,221800,1,0,0,1,0,0,0,0,1,0,0
1397,5,1941,1973,0.0,1,336.0,576.0,864,1350,1,2,6,0,3.0,627.0,152400,67,1,0,0,0,0,0,0,0,1,0
877,7,2000,2001,171.0,2,0.0,1630.0,1630,1630,2,2,6,1,2.0,451.0,213000,9,0,0,1,0,0,0,0,1,0,0
2477,7,2005,2005,96.0,2,0.0,784.0,831,1585,2,2,7,0,2.0,449.0,184900,1,0,0,1,0,0,0,0,1,0,0
2871,5,1953,1953,56.0,1,841.0,1165.0,1336,1336,1,1,5,2,1.0,375.0,157000,53,0,1,0,0,0,0,0,1,0,0
2489,5,1962,2002,0.0,1,612.0,864.0,1211,1211,1,1,6,1,2.0,576.0,144000,44,0,1,0,0,0,0,0,0,1,0
1655,6,1979,1999,253.0,1,903.0,1259.0,1353,1353,2,1,5,1,2.0,478.0,192350,28,0,1,0,0,0,0,0,1,0,0
1891,7,1966,1966,202.0,1,654.0,1174.0,1200,1200,2,1,6,1,2.0,440.0,163500,41,0,1,0,0,0,0,0,1,0,0
1419,7,1990,1990,99.0,1,1085.0,1475.0,1532,2329,2,2,10,1,2.0,514.0,262280,18,0,0,1,0,0,0,0,1,0,0
1473,7,2002,2003,113.0,2,810.0,1536.0,1536,1536,2,2,7,0,2.0,532.0,214000,6,0,0,1,0,0,0,0,1,0,0
2868,6,1956,2004,0.0,1,296.0,1073.0,1811,1811,1,3,6,1,2.0,470.0,230000,50,0,0,1,0,0,0,0,0,1,0
1695,7,2006,2006,350.0,2,0.0,1063.0,1071,2172,2,2,9,1,3.0,947.0,280000,1,0,0,1,0,0,0,0,1,0,0
169,6,1966,1966,351.0,1,0.0,756.0,1051,1839,1,1,7,1,2.0,442.0,155000,44,0,1,0,0,0,0,0,1,0,0
247,6,1993,1993,85.0,2,860.0,946.0,964,1802,2,2,8,1,4.0,1017.0,218000,17,0,0,1,0,0,0,0,1,0,0
2137,5,1977,1977,51.0,1,755.0,995.0,1009,1009,2,1,6,1,2.0,576.0,160000,30,0,1,0,0,0,0,0,1,0,0
1794,8,2007,2007,0.0,2,24.0,1338.0,1338,1338,2,2,6,0,2.0,598.0,208900,0,0,0,1,0,0,0,0,0,1,0
1498,5,1959,1996,0.0,1,0.0,0.0,3820,3820,3,3,11,2,2.0,624.0,284700,49,0,0,0,1,0,0,0,0,1,0
1164,7,2007,2007,0.0,2,0.0,689.0,703,1392,2,2,5,0,2.0,540.0,146000,1,0,0,1,0,0,0,0,0,1,0
1179,8,1996,1996,0.0,2,786.0,1260.0,1288,1288,1,3,4,2,2.0,500.0,245500,12,0,0,1,0,0,0,0,0,1,0
1340,6,1926,1950,0.0,1,0.0,992.0,1013,1013,1,1,6,0,1.0,160.0,113000,82,1,0,0,0,0,0,0,0,1,0
436,8,2004,2005,238.0,2,1531.0,1782.0,1782,1782,2,2,7,2,3.0,932.0,296000,5,0,0,1,0,0,0,0,1,0,0
1636,9,2005,2006,200.0,2,1249.0,1922.0,1922,1922,2,2,8,1,3.0,676.0,377426,2,0,0,1,0,0,0,0,0,0,1
421,10,2006,2007,230.0,3,1172.0,1700.0,1718,1718,2,3,7,1,3.0,786.0,337500,3,0,0,1,0,0,0,0,0,0,1
457,10,2004,2005,730.0,3,2146.0,2492.0,2492,2492,2,3,8,1,3.0,949.0,552000,5,0,0,1,0,0,0,0,0,0,1
2834,4,1948,1950,0.0,1,0.0,624.0,624,936,1,1,5,0,1.0,265.0,97900,58,0,1,0,0,0,0,0,0,1,0
517,6,2009,2009,0.0,2,27.0,1218.0,1218,1218,2,2,4,0,2.0,676.0,208300,0,0,0,1,0,0,0,0,0,1,0
1566,7,1996,1997,0.0,1,0.0,910.0,910,1820,2,2,8,1,3.0,816.0,213000,12,0,0,1,0,0,0,0,0,1,0
1439,7,1998,1999,0.0,1,0.0,880.0,880,1724,2,2,8,0,2.0,527.0,188000,10,0,0,1,0,0,0,0,0,1,0
2577,6,1958,1958,632.0,1,203.0,1121.0,1336,1336,1,1,7,1,2.0,488.0,162000,48,0,1,0,0,0,0,0,1,0,0
2241,5,1950,1950,0.0,1,420.0,910.0,910,1558,1,1,6,0,1.0,282.0,152000,57,0,1,0,0,0,0,0,0,1,0
71,7,2004,2005,0.0,2,222.0,991.0,991,1947,2,2,8,1,2.0,678.0,254900,6,0,0,1,0,0,0,0,0,1,0
1143,7,1994,1995,145.0,2,537.0,832.0,832,1657,2,2,6,0,2.0,483.0,189000,14,0,0,1,0,0,0,0,1,0,0
1021,7,1978,1978,383.0,2,1206.0,2048.0,2064,2064,2,2,7,2,2.0,550.0,235000,30,0,1,0,0,0,0,0,1,0,0
1416,5,1950,1950,0.0,1,1040.0,1164.0,1164,1164,1,1,5,0,1.0,240.0,125000,58,0,1,0,0,0,0,0,0,1,0
35,7,1975,1975,0.0,1,0.0,836.0,836,836,1,1,4,0,1.0,308.0,120000,35,0,1,0,0,0,0,0,0,1,0
2174,6,1990,1990,104.0,1,816.0,816.0,816,816,1,1,5,0,0.0,0.0,118500,17,0,1,0,0,0,0,0,1,0,0
522,9,2009,2009,162.0,3,1121.0,1766.0,1766,1766,2,3,7,1,3.0,478.0,370878,0,0,0,1,0,0,0,0,0,0,1
2211,5,1949,1950,0.0,1,284.0,1001.0,1001,2002,2,1,8,0,3.0,871.0,145000,58,0,1,0,0,0,0,0,0,1,0
1539,7,1939,2006,312.0,2,341.0,798.0,1137,1954,1,2,8,2,2.0,431.0,311500,69,0,1,0,0,0,0,0,1,0,0
2420,7,2006,2006,14.0,2,453.0,1220.0,1364,1364,2,2,6,1,2.0,437.0,210250,0,0,0,1,0,0,0,0,1,0,0
2779,7,2002,2002,0.0,2,700.0,916.0,920,1861,2,2,8,0,2.0,492.0,200000,4,0,0,1,0,0,0,0,0,1,0
953,5,1977,1977,0.0,1,0.0,0.0,1302,1734,2,2,8,0,2.0,539.0,126000,32,0,1,0,0,0,0,0,0,1,0
658,4,1900,2003,0.0,2,0.0,405.0,717,1039,1,1,6,0,1.0,281.0,114000,109,1,0,0,0,0,0,0,0,1,0
714,4,1910,1950,0.0,2,0.0,677.0,833,1510,2,2,7,0,2.0,720.0,87500,99,1,0,0,0,0,0,0,0,1,0
1637,8,2005,2005,146.0,2,986.0,1149.0,1164,2541,3,3,10,1,3.0,729.0,349265,2,0,0,1,0,0,0,0,0,0,1
538,8,2004,2004,264.0,2,516.0,1512.0,1512,1512,2,2,6,0,3.0,845.0,203000,5,0,0,1,0,0,0,0,1,0,0
546,7,2001,2001,0.0,2,20.0,1454.0,1434,1434,2,2,6,1,2.0,527.0,189000,8,0,0,1,0,0,0,0,0,1,0
533,7,2003,2003,0.0,2,410.0,812.0,812,1653,2,2,6,0,2.0,628.0,209000,6,0,0,1,0,0,0,0,0,1,0
718,6,1900,1950,0.0,1,0.0,917.0,1090,2007,2,3,8,0,1.0,357.0,160000,109,1,0,0,0,0,0,0,0,1,0
1830,5,1974,1974,44.0,1,787.0,1037.0,1037,1037,1,1,5,0,2.0,431.0,129000,33,0,1,0,0,0,0,0,1,0,0
2929,5,1974,1975,0.0,1,1071.0,1389.0,1389,1389,1,1,6,1,2.0,418.0,170000,32,0,1,0,0,0,0,0,0,1,0
2207,5,1913,2002,0.0,1,365.0,440.0,694,694,1,2,4,1,1.0,352.0,90350,94,0,0,1,0,0,0,0,0,1,0
1417,6,1924,1950,0.0,1,0.0,572.0,572,1096,1,1,5,0,0.0,0.0,79000,84,1,0,0,0,0,0,0,0,1,0
2787,5,1972,1972,0.0,1,894.0,894.0,894,894,1,1,5,0,2.0,552.0,149900,34,0,0,1,0,0,0,0,0,1,0
1037,5,1971,1971,0.0,1,119.0,864.0,864,864,1,1,5,0,2.0,576.0,123000,37,0,1,0,0,0,0,0,0,1,0
2659,4,1900,1950,0.0,1,0.0,1095.0,1095,1774,2,1,8,0,3.0,779.0,87000,106,1,0,0,0,0,0,0,0,1,0
1567,6,1977,1977,0.0,1,522.0,1096.0,1118,1118,1,1,6,1,1.0,358.0,171000,31,0,1,0,0,0,0,0,0,1,0
1225,6,1950,1950,0.0,1,280.0,1032.0,1032,1252,1,1,6,0,1.0,288.0,119000,58,0,1,0,0,0,0,0,0,1,0
685,5,1959,1959,0.0,1,1148.0,1148.0,1148,1148,1,1,6,0,1.0,672.0,132500,50,0,1,0,0,0,0,0,0,1,0
1358,8,1925,1996,0.0,1,0.0,588.0,833,1666,1,2,7,1,1.0,228.0,161000,83,0,0,1,0,0,0,0,0,1,0
1461,9,2001,2002,134.0,2,1194.0,1357.0,1366,1947,2,2,7,1,3.0,725.0,274000,7,0,0,1,0,0,0,0,1,0,0
221,5,1967,1967,0.0,1,842.0,912.0,912,912,1,1,5,1,1.0,336.0,125000,43,0,1,0,0,0,0,0,0,1,0
2187,5,1946,1950,0.0,1,0.0,1195.0,1195,1195,2,1,8,0,0.0,0.0,98500,61,0,1,0,0,0,0,0,0,1,0
2504,8,1994,1995,0.0,2,1456.0,1624.0,1624,1624,2,2,5,1,3.0,757.0,262000,12,0,0,1,0,0,0,0,0,1,0
855,5,1979,1979,40.0,1,710.0,914.0,914,914,1,1,5,0,2.0,444.0,134900,30,0,1,0,0,0,0,0,1,0,0
2258,5,1959,1959,0.0,1,967.0,1350.0,1328,1328,1,1,5,2,1.0,308.0,170000,48,0,1,0,0,0,0,0,0,1,0
2205,6,1926,1991,0.0,1,0.0,686.0,686,1461,1,1,6,1,1.0,225.0,135000,81,1,0,0,0,0,0,0,0,1,0
1158,6,1990,1991,304.0,2,704.0,930.0,1364,2683,2,2,9,2,2.0,473.0,290000,18,0,0,1,0,0,0,0,1,0,0
1741,7,2007,2007,0.0,2,0.0,1246.0,1258,1258,2,2,6,0,2.0,462.0,173500,0,0,0,1,0,0,0,0,1,0,0
2735,5,1948,2002,0.0,1,603.0,896.0,1112,2008,3,3,8,0,1.0,230.0,225000,58,0,1,0,0,0,0,0,0,1,0
1888,5,1961,1961,0.0,1,311.0,864.0,1187,1187,1,1,6,1,2.0,440.0,140500,46,0,1,0,0,0,0,0,0,1,0
2121,5,1994,1994,0.0,1,495.0,990.0,990,990,1,1,5,0,1.0,299.0,126000,13,0,0,1,0,0,0,0,0,1,0
1176,8,1999,1999,466.0,2,612.0,960.0,962,1586,2,2,7,0,2.0,480.0,170000,9,0,0,1,0,0,0,0,1,0,0
2773,5,1995,1995,0.0,1,716.0,990.0,990,990,1,1,5,0,2.0,576.0,156000,11,0,0,1,0,0,0,0,0,1,0
2619,5,1957,1997,0.0,1,1277.0,1484.0,1600,1600,1,1,6,2,1.0,319.0,207500,49,0,1,0,0,0,0,0,0,1,0
1796,8,2007,2007,0.0,2,350.0,896.0,896,1792,2,2,8,0,2.0,590.0,255000,0,0,0,1,0,0,0,0,0,1,0
1598,4,1973,1973,0.0,1,437.0,462.0,526,988,1,1,4,1,1.0,297.0,94900,35,0,1,0,0,0,0,0,0,1,0
1965,5,1958,1958,0.0,1,625.0,1170.0,1170,1170,1,1,6,1,1.0,338.0,140000,49,0,1,0,0,0,0,0,0,1,0
2651,3,1905,1950,0.0,1,0.0,738.0,714,1376,1,1,7,0,1.0,216.0,96900,101,1,0,0,0,0,0,0,0,1,0
609,5,1966,1966,200.0,1,740.0,1154.0,1154,1154,1,1,6,1,2.0,480.0,154000,43,0,1,0,0,0,0,0,1,0,0
1990,8,1910,1999,0.0,2,0.0,725.0,909,1772,2,2,7,0,2.0,816.0,184900,97,1,0,0,0,0,0,0,0,1,0
1053,10,2007,2008,816.0,3,1636.0,2078.0,2084,2084,2,3,7,1,3.0,1220.0,385000,1,0,0,1,0,0,0,0,1,0,0
2877,4,1936,1950,0.0,1,285.0,951.0,951,951,1,1,6,0,1.0,327.0,106500,70,1,0,0,0,0,0,0,0,1,0
497,8,2000,2000,150.0,2,1173.0,1455.0,1466,2687,2,2,10,2,3.0,810.0,327000,9,0,0,1,0,0,0,0,1,0,0
514,9,2005,2006,198.0,3,2158.0,2458.0,2490,2490,2,3,9,2,3.0,795.0,468000,4,0,0,1,0,0,0,0,0,0,1
759,6,1927,1950,0.0,1,0.0,1204.0,1204,1666,1,1,4,0,1.0,384.0,135000,82,1,0,0,0,0,0,0,0,1,0
2474,6,2005,2005,0.0,2,0.0,1141.0,1141,1141,1,1,6,0,2.0,484.0,142500,1,0,0,1,0,0,0,0,0,1,0
1193,5,1968,1968,0.0,1,732.0,732.0,732,1464,1,1,7,0,2.0,470.0,141000,40,0,1,0,0,0,0,0,0,1,0
