id,overall_qual,year_built,year_remod/add,mas_vnr_area,exter_qual,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_cars,garage_area,lifespan,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone
2726,7,1967,1967,123.0,1,810,1865,1830,1830,1,1.0,6,2,2,521,39,0,1,0,0,0,0,0,1,0,0
703,7,1946,1992,0.0,1,0,651,707,1389,1,1.0,6,2,1,240,63,0,1,0,0,0,0,0,0,1,0
760,4,1923,1950,0.0,1,749,858,892,892,1,2.0,5,0,0,0,86,0,0,1,0,0,0,0,0,1,0
1964,5,1959,2003,0.0,1,574,1040,1040,1040,1,2.0,6,0,1,286,48,0,1,0,0,0,0,0,0,1,0
2512,7,1999,1999,218.0,2,450,691,713,1452,2,2.0,6,0,2,506,7,0,0,1,0,0,0,0,1,0,0
159,6,1980,1980,0.0,1,1056,1056,1056,1056,0,1.0,4,0,2,576,30,0,1,0,0,0,0,0,0,1,0
1281,6,1963,1963,415.0,1,400,780,983,1796,1,1.0,8,1,2,483,45,0,1,0,0,0,0,0,1,0,0
468,6,2005,2005,0.0,2,0,684,684,1560,2,2.0,6,1,2,400,4,0,0,1,0,0,0,0,0,1,0
290,6,1939,1950,0.0,1,238,856,856,856,1,1.0,4,1,2,399,71,0,1,0,0,0,0,0,0,1,0
665,5,1920,1950,0.0,1,0,720,846,846,1,2.0,4,0,2,576,89,1,0,0,0,0,0,0,0,1,0
1463,8,2002,2002,0.0,2,0,1128,1149,2290,2,2.0,9,1,2,779,6,0,0,1,0,0,0,0,0,1,0
1792,7,2006,2006,0.0,2,0,982,982,1977,2,2.0,7,0,3,574,1,0,0,1,0,0,0,0,0,1,0
923,5,1960,1960,0.0,1,793,1273,1273,1273,1,1.0,5,0,1,307,49,0,1,0,0,0,0,0,0,1,0
500,7,1996,1997,921.0,2,0,1264,1277,2344,2,2.0,7,1,3,889,13,0,0,1,0,0,0,0,1,0,0
1408,5,1940,2007,0.0,1,1035,1580,1518,1518,1,0.0,5,2,0,0,68,0,0,1,0,0,0,0,0,1,0
331,4,1972,1972,0.0,1,150,630,630,630,1,1.0,3,0,0,0,38,0,1,0,0,0,0,0,0,1,0
170,4,1900,1954,771.0,1,48,709,1157,1844,1,1.0,9,2,1,240,110,0,0,1,0,0,0,0,1,0,0
2192,4,1955,1955,0.0,1,544,768,768,768,1,1.0,4,1,1,355,52,0,1,0,0,0,0,0,0,1,0
2571,8,1918,1990,0.0,2,1036,1360,1360,3112,2,2.0,8,1,2,795,88,0,0,1,0,0,0,0,0,1,0
2314,6,1995,1996,0.0,1,592,691,691,1498,2,1.0,6,1,2,409,11,0,0,1,0,0,0,0,0,1,0
2647,5,1925,1950,0.0,1,0,844,844,844,1,1.0,5,0,1,216,81,1,0,0,0,0,0,0,0,1,0
422,9,2007,2007,726.0,3,1360,1776,1794,2772,3,3.0,10,3,3,754,2,0,0,1,0,0,0,0,0,0,1
2457,8,2005,2006,0.0,2,1721,2077,2097,2097,1,3.0,8,1,3,1134,1,0,0,1,0,0,0,0,0,1,0
1838,7,2006,2007,0.0,2,0,1352,1352,1352,2,2.0,5,1,2,466,1,0,0,1,0,0,0,0,0,1,0
2805,8,2006,2006,0.0,2,0,1079,1079,1919,2,2.0,8,1,2,685,0,0,0,1,0,0,0,0,0,1,0
1645,6,1984,1984,0.0,1,256,1284,1284,1284,2,1.0,5,0,2,480,23,0,1,0,0,0,0,0,0,1,0
1711,8,2003,2004,340.0,2,0,1181,1234,2374,2,3.0,10,1,3,656,4,0,0,1,0,0,0,0,1,0,0
2825,7,2003,2005,0.0,2,0,1150,1164,2314,2,2.0,9,1,2,502,3,0,0,1,0,0,0,0,0,1,0
322,9,2008,2009,0.0,3,0,2002,2018,2018,2,3.0,10,1,3,746,2,0,0,1,0,0,0,0,0,1,0
2103,8,2007,2007,306.0,2,0,1643,1651,1651,2,2.0,7,1,3,870,0,0,0,1,0,0,0,0,0,0,1
342,6,1956,1956,0.0,1,564,882,882,882,1,1.0,5,0,1,502,53,0,1,0,0,0,0,0,0,1,0
600,4,1960,1960,0.0,1,734,894,894,894,1,1.0,5,1,2,396,49,0,1,0,0,0,0,0,0,1,0
488,6,2000,2000,16.0,1,0,982,1007,1800,2,1.0,7,1,2,463,9,0,0,1,0,0,0,0,1,0,0
1725,9,2007,2007,362.0,3,0,1869,1869,1869,2,3.0,6,1,2,617,0,0,0,1,0,0,0,0,1,0,0
2246,8,2006,2007,473.0,2,1573,1573,1625,1625,2,2.0,5,1,2,495,1,0,0,1,0,0,0,0,0,0,1
2847,6,1940,2000,0.0,1,388,940,1192,1595,1,1.0,6,2,1,240,66,0,1,0,0,0,0,0,0,1,0
806,8,1995,1995,0.0,2,584,1128,1142,2020,2,2.0,8,1,2,466,14,0,0,1,0,0,0,0,0,1,0
530,7,2003,2004,0.0,2,0,912,912,2094,2,2.0,8,1,2,615,6,0,0,1,0,0,0,0,0,1,0
963,6,1988,1988,0.0,1,1005,1392,1412,1412,2,2.0,6,1,2,576,21,0,1,0,0,0,0,0,0,1,0
2678,3,1930,1950,0.0,2,347,728,728,1162,1,1.0,6,0,1,258,76,0,1,0,0,0,0,0,0,1,0
171,4,1910,2004,0.0,1,0,576,792,1140,1,1.0,7,0,0,0,100,1,0,0,0,0,0,0,0,1,0
2401,9,2005,2006,870.0,3,1410,1848,1848,2728,2,3.0,10,2,3,706,1,0,0,1,0,0,0,0,1,0,0
805,7,1993,1994,0.0,2,474,1079,1079,1879,2,2.0,8,1,2,473,16,0,0,1,0,0,0,0,0,1,0
2259,6,1958,1995,1224.0,1,0,585,2279,2279,2,2.0,7,1,2,461,49,0,1,0,0,0,0,0,1,0,0
1748,7,2004,2004,0.0,2,192,384,744,1374,2,2.0,8,1,2,400,3,0,0,1,0,0,0,0,0,1,0
1361,6,1952,1952,0.0,1,372,768,768,1536,1,1.0,7,0,1,308,56,0,1,0,0,0,0,0,0,1,0
1677,6,1973,1973,285.0,1,356,672,672,1218,1,1.0,7,0,1,264,34,0,1,0,0,0,0,0,1,0,0
1406,6,1953,1953,216.0,1,500,1094,1094,1094,1,1.0,5,2,2,495,55,0,1,0,0,0,0,0,0,0,1
2322,7,2006,2006,0.0,2,0,868,887,2021,2,2.0,9,1,2,422,0,0,0,1,0,0,0,0,0,1,0
688,6,1964,1964,420.0,1,0,780,993,1806,1,1.0,8,0,2,483,45,0,1,0,0,0,0,0,1,0,0
143,5,1957,1957,0.0,1,922,1314,1314,1314,1,1.0,5,0,1,294,53,0,1,0,0,0,0,0,0,1,0
804,7,1993,1993,137.0,2,513,740,1006,1775,2,2.0,7,1,2,425,16,0,0,1,0,0,0,0,1,0,0
1214,6,1964,1964,259.0,1,624,1248,1350,1350,1,1.0,6,0,2,520,44,0,1,0,0,0,0,0,1,0,0
2828,6,2005,2006,82.0,1,547,547,1072,1072,1,1.0,5,0,2,525,1,0,0,1,0,0,0,0,1,0,0
1999,6,1910,1998,0.0,1,1046,1214,1260,2291,2,1.0,9,1,2,506,97,1,0,0,0,0,0,0,0,1,0
2467,7,2006,2006,0.0,2,0,770,778,1576,2,2.0,6,0,2,614,0,0,0,1,0,0,0,0,0,1,0
2665,7,1920,1950,0.0,1,0,596,998,1762,1,2.0,8,0,2,576,86,1,0,0,0,0,0,0,0,1,0
1538,8,1935,1997,632.0,1,192,728,1968,3447,3,2.0,11,2,3,1014,73,0,1,0,0,0,0,0,1,0,0
398,4,1970,1970,0.0,1,726,864,864,864,1,1.0,5,0,2,576,39,0,1,0,0,0,0,0,0,1,0
2822,5,1969,1969,0.0,1,847,1176,1176,1176,1,1.0,5,0,1,360,37,0,1,0,0,0,0,0,0,1,0
2157,6,2003,2003,170.0,2,659,848,848,848,1,2.0,3,0,2,420,4,0,0,1,0,0,0,0,1,0,0
1856,5,1978,1978,0.0,1,680,1360,1432,1432,1,2.0,5,1,2,588,29,0,0,1,0,0,0,0,0,1,0
1269,5,1950,1950,0.0,1,0,0,1048,1048,1,1.0,7,0,2,420,58,0,1,0,0,0,0,0,0,1,0
2570,5,1954,1954,0.0,1,812,936,1128,1128,1,1.0,5,0,1,286,52,0,1,0,0,0,0,0,0,1,0
2320,8,2005,2005,0.0,2,0,893,901,1801,2,2.0,8,1,3,800,1,0,0,1,0,0,0,0,0,1,0
1517,6,1925,1950,0.0,1,156,672,810,1482,2,0.0,7,0,1,400,83,1,0,0,0,0,0,0,0,1,0
2304,5,1991,1992,0.0,1,212,974,974,974,1,1.0,5,0,0,0,16,0,0,1,0,0,0,0,0,1,0
1312,5,1900,2003,0.0,1,0,346,709,1017,1,1.0,5,0,1,308,108,0,1,0,0,0,0,0,0,1,0
2012,6,1941,1950,0.0,1,375,735,869,1218,1,1.0,6,1,2,440,66,1,0,0,0,0,0,0,0,1,0
506,7,1994,1994,0.0,2,595,973,979,1850,2,2.0,7,1,2,467,15,0,0,1,0,0,0,0,0,1,0
2865,6,1932,1950,0.0,1,503,952,1170,2345,2,1.0,9,1,2,360,74,1,0,0,0,0,0,0,0,1,0
2367,6,1973,1973,408.0,1,309,483,483,987,1,1.0,5,0,1,264,33,0,1,0,0,0,0,0,1,0,0
554,6,1928,1950,0.0,1,0,784,784,784,1,1.0,5,0,2,360,81,1,0,0,0,0,0,0,0,1,0
238,5,1956,1956,0.0,1,739,1144,1144,1144,1,1.0,6,0,1,596,54,0,1,0,0,0,0,0,0,1,0
1954,5,1961,1961,53.0,1,192,920,888,888,1,1.0,5,0,1,240,46,0,1,0,0,0,0,0,1,0,0
2488,6,1977,1977,0.0,1,0,0,1286,1654,2,1.0,10,0,2,528,29,0,1,0,0,0,0,0,0,1,0
2291,4,1976,1976,0.0,1,0,546,546,1092,1,1.0,6,0,1,286,31,0,1,0,0,0,0,0,0,1,0
1969,5,1961,1961,0.0,1,0,0,925,925,1,1.0,7,0,1,300,46,0,0,0,1,0,0,0,0,1,0
2725,5,1956,1987,0.0,1,988,1188,1437,1437,1,1.0,6,1,2,576,50,0,1,0,0,0,0,0,0,1,0
1482,6,2004,2004,147.0,2,697,848,848,848,1,2.0,3,1,2,420,4,0,0,1,0,0,0,0,1,0,0
2763,7,2005,2005,532.0,2,0,784,784,1596,2,2.0,6,0,2,610,1,0,0,1,0,0,0,0,1,0,0
503,7,1995,1996,286.0,2,816,1070,1094,2061,2,2.0,7,1,2,647,14,0,0,1,0,0,0,0,1,0,0
1584,8,2003,2003,206.0,2,1029,1432,1440,1440,2,2.0,7,1,2,467,5,0,0,1,0,0,0,0,1,0,0
1531,6,1923,1950,0.0,1,0,784,819,1603,1,1.0,7,1,2,599,85,1,0,0,0,0,0,0,0,1,0
2210,6,1946,1950,423.0,1,484,979,979,1958,2,1.0,8,0,2,492,61,0,1,0,0,0,0,0,1,0,0
459,9,2008,2009,308.0,3,800,1884,1884,1884,2,3.0,6,1,2,649,1,0,0,1,0,0,0,0,1,0,0
556,5,1977,1977,153.0,1,560,980,980,980,1,1.0,6,0,2,484,32,0,1,0,0,0,0,0,1,0,0
1347,5,1923,1950,0.0,1,203,1100,1226,1902,2,1.0,7,0,2,576,85,1,0,0,0,0,0,0,0,1,0
1290,5,1940,1950,0.0,1,0,672,672,672,1,1.0,4,0,1,256,68,0,1,0,0,0,0,0,0,1,0
1388,5,1959,1959,0.0,1,288,1006,1006,1006,1,1.0,5,0,0,0,49,0,1,0,0,0,0,0,0,1,0
1571,5,1965,1965,0.0,1,1249,1499,1619,1786,2,1.0,7,2,2,529,43,0,1,0,0,0,0,0,0,1,0
2754,7,2006,2006,0.0,2,0,1286,1294,1294,2,2.0,6,1,2,662,0,0,0,1,0,0,0,0,0,1,0
765,5,1978,1978,0.0,1,1152,1152,1152,1152,2,1.0,6,0,1,252,31,0,0,1,0,0,0,0,0,1,0
2494,5,1965,1965,0.0,1,712,1024,1024,1024,1,1.0,5,0,1,308,41,0,1,0,0,0,0,0,0,1,0
2870,5,1950,1963,405.0,1,760,1168,1278,2315,2,1.0,9,3,1,342,56,0,1,0,0,0,0,0,1,0,0
7,8,2001,2001,0.0,2,616,1338,1338,1338,2,2.0,6,0,2,582,9,0,0,1,0,0,0,0,0,1,0
1114,7,2006,2006,128.0,2,1096,1578,1578,1578,2,2.0,7,1,3,642,2,0,0,1,0,0,0,0,1,0,0
2418,8,2004,2005,236.0,2,0,1052,1052,2373,2,2.0,9,1,3,632,2,0,0,1,0,0,0,0,1,0,0
291,4,1967,1967,0.0,1,0,0,862,2650,3,1.0,10,0,0,0,43,0,0,0,1,0,0,0,0,1,0
18,9,2010,2010,350.0,2,1445,1856,1856,1856,1,3.0,8,1,3,834,0,0,0,1,0,0,0,0,0,0,1
39,9,2009,2010,450.0,3,1646,1930,1940,1940,2,3.0,8,1,3,606,1,0,0,1,0,0,0,0,0,0,1
1001,8,1997,1997,0.0,2,656,1664,1682,1682,1,2.0,6,1,2,528,11,0,0,1,0,0,0,0,0,1,0
2442,7,1999,1999,302.0,2,0,975,1005,2291,2,2.0,8,1,2,429,7,0,0,1,0,0,0,0,1,0,0
616,5,1950,1950,161.0,1,185,709,979,1203,1,2.0,5,1,1,352,59,0,1,0,0,0,0,1,0,0,0
2680,4,1947,1950,0.0,1,0,0,672,912,1,1.0,3,0,0,0,59,0,0,0,1,0,0,0,0,1,0
1414,5,1900,1950,0.0,1,241,861,961,1367,1,1.0,7,0,1,384,108,1,0,0,0,0,0,0,0,1,0
289,5,1924,1950,0.0,1,218,1026,1026,1691,2,2.0,6,1,1,308,86,1,0,0,0,0,0,0,0,1,0
40,8,2009,2010,256.0,2,0,1544,1544,1544,2,2.0,7,0,3,868,1,0,0,1,0,0,0,0,0,0,1
860,5,1972,1972,0.0,1,777,894,894,894,1,1.0,6,0,2,600,37,0,1,0,0,0,0,0,0,1,0
409,6,1976,1976,0.0,1,958,958,958,958,2,1.0,5,0,2,440,33,0,1,0,0,0,0,0,0,1,0
673,5,1957,2000,0.0,1,860,992,1306,1306,1,1.0,5,0,1,756,52,0,1,0,0,0,0,0,0,1,0
2427,7,2005,2006,14.0,2,16,1142,1142,1142,2,2.0,6,0,2,440,1,0,0,1,0,0,0,0,1,0,0
2036,7,1950,2005,0.0,1,354,976,976,1952,1,2.0,8,2,1,299,57,0,1,0,0,0,0,0,0,1,0
2564,5,1949,1973,0.0,1,0,704,1024,1728,1,1.0,7,1,1,234,57,0,1,0,0,0,0,0,0,1,0
642,5,1958,1958,657.0,1,0,1866,1866,1866,2,1.0,8,0,2,495,51,0,0,1,0,0,0,0,1,0,0
1008,6,1991,1991,194.0,1,504,836,851,1709,2,2.0,7,0,2,416,17,0,0,1,0,0,0,0,1,0,0
1908,5,1948,1950,567.0,1,220,928,928,1920,2,1.0,10,0,2,400,59,0,1,0,0,0,0,0,0,0,1
2519,8,1980,1980,0.0,2,1009,1235,1235,1235,1,1.0,4,3,2,484,26,0,1,0,0,0,0,0,0,1,0
1369,5,1912,1991,0.0,1,0,451,759,759,1,1.0,5,0,2,576,96,1,0,0,0,0,0,0,0,1,0
2855,7,1920,1950,0.0,1,352,793,901,1802,1,1.0,9,1,1,216,86,1,0,0,0,0,0,0,0,1,0
712,5,1923,1950,0.0,2,0,624,792,792,1,1.0,5,0,1,287,86,0,0,1,0,0,0,0,0,1,0
1943,4,1890,2006,0.0,2,0,925,1000,1544,2,1.0,7,0,0,0,117,0,1,0,0,0,0,0,0,1,0
1958,6,1948,1950,206.0,1,336,1082,1082,1082,1,1.0,5,1,1,240,59,0,1,0,0,0,0,0,1,0,0
107,8,1980,1980,0.0,2,728,728,788,788,1,2.0,3,1,2,484,30,0,1,0,0,0,0,0,0,1,0
2295,5,1977,1994,0.0,1,1112,1160,1676,1676,1,2.0,6,2,2,672,30,0,0,1,0,0,0,0,0,1,0
704,5,1910,1950,0.0,1,0,801,801,1447,1,1.0,6,0,0,0,99,1,0,0,0,0,0,0,0,1,0
676,5,1949,1950,0.0,2,375,832,1036,1268,1,1.0,6,1,1,288,60,0,1,0,0,0,0,0,0,1,0
259,6,1998,1998,116.0,1,505,804,804,1682,2,2.0,7,0,2,523,12,0,0,1,0,0,0,0,1,0,0
93,8,1992,1993,180.0,2,1129,1390,1402,2225,2,2.0,7,1,3,713,18,0,0,1,0,0,0,0,1,0,0
106,8,2000,2000,0.0,2,484,975,975,1848,2,2.0,7,1,2,592,10,0,0,1,0,0,0,0,0,1,0
2315,6,1996,1996,0.0,1,0,821,821,1776,2,1.0,7,1,2,443,10,0,0,1,0,0,0,0,0,1,0
1050,5,1966,1966,65.0,1,340,864,892,892,1,1.0,5,0,1,264,42,0,1,0,0,0,0,0,1,0,0
1095,7,2004,2005,0.0,2,724,788,788,1490,2,2.0,8,1,2,388,4,0,0,1,0,0,0,0,0,1,0
2709,5,1967,1967,305.0,1,779,1064,1064,1064,1,1.0,6,1,2,528,39,0,1,0,0,0,0,0,1,0,0
758,7,1902,2000,188.0,1,169,1020,978,1864,2,1.0,9,0,0,0,107,1,0,0,0,0,0,0,0,0,1
1496,6,1976,2001,0.0,1,288,684,684,1398,1,1.0,6,1,2,440,32,0,1,0,0,0,0,0,0,1,0
2370,6,1972,1972,281.0,1,317,672,672,1218,1,1.0,7,0,1,264,34,0,1,0,0,0,0,0,1,0,0
2458,8,2006,2006,420.0,2,1220,1660,1660,1660,2,2.0,8,1,2,500,0,0,0,1,0,0,0,0,0,0,1
2733,4,1954,1954,0.0,1,799,967,1350,1350,1,1.0,6,1,2,504,52,0,1,0,0,0,0,0,0,1,0
161,7,1967,2007,300.0,2,0,710,1898,2978,2,2.0,11,1,2,564,43,0,1,0,0,0,0,0,1,0,0
726,6,1910,2002,0.0,1,0,741,780,1521,1,2.0,8,0,3,640,99,0,0,1,0,0,0,0,0,1,0
845,7,1999,1999,0.0,2,560,1431,1431,1431,2,2.0,6,0,2,666,10,0,0,1,0,0,0,0,0,1,0
947,8,2000,2001,0.0,2,445,1107,1040,2052,2,2.0,7,1,3,642,9,0,0,1,0,0,0,0,0,1,0
2232,5,1919,2005,0.0,1,0,793,997,1517,2,0.0,7,0,0,0,88,0,1,0,0,0,0,0,0,1,0
2563,6,1941,1950,0.0,1,403,806,958,1578,1,0.0,5,2,1,240,65,0,1,0,0,0,0,0,0,1,0
2299,4,1961,1961,198.0,1,811,1396,1608,1608,1,1.0,6,0,1,444,46,0,1,0,0,0,0,0,0,0,0
211,5,1917,1950,0.0,1,0,689,725,1224,1,,6,0,1,180,93,1,0,0,0,0,0,0,0,1,0
605,5,1958,1958,95.0,1,0,1584,1776,1776,2,1.0,9,0,3,888,51,0,1,0,0,0,0,0,1,0,0
1478,8,2007,2007,0.0,2,0,1234,1234,1234,2,2.0,7,0,2,484,1,0,0,1,0,0,0,0,0,1,0
2247,8,2006,2007,481.0,2,1573,1573,1625,1625,2,2.0,5,1,2,538,1,0,0,1,0,0,0,0,0,0,1
2274,5,1963,1963,226.0,1,1159,1572,1572,1572,1,1.0,5,2,3,995,44,0,1,0,0,0,0,0,1,0,0
2869,5,1977,1977,459.0,1,1283,1430,1647,1647,2,2.0,7,1,2,621,29,0,1,0,0,0,0,0,1,0,0
967,7,2003,2003,0.0,2,0,912,1072,2014,2,2.0,9,0,2,486,6,0,0,1,0,0,0,0,0,1,0
2656,3,1955,2005,0.0,1,256,1162,1163,1163,1,1.0,6,0,1,220,51,0,1,0,0,0,0,0,0,1,0
667,6,1969,1969,480.0,1,0,1248,1248,2544,2,1.0,12,0,3,907,40,0,1,0,0,0,0,0,0,0,1
1042,6,1972,1972,422.0,1,483,483,483,987,1,1.0,5,0,1,352,36,0,1,0,0,0,0,0,1,0,0
2023,6,1919,1950,0.0,1,0,764,1060,1824,1,1.0,8,1,2,520,88,0,0,1,0,0,0,0,0,1,0
2447,9,2000,2000,877.0,2,1182,1540,1540,2855,2,3.0,9,1,3,774,6,0,0,1,0,0,0,0,1,0,0
2055,6,1966,1966,0.0,1,187,814,913,913,1,1.0,6,0,1,240,41,0,1,0,0,0,0,0,0,1,0
2275,8,2006,2007,100.0,2,80,1732,1776,1776,2,2.0,7,1,3,712,1,0,0,1,0,0,0,0,0,0,1
2204,7,1918,1998,0.0,2,0,912,912,1426,1,2.0,7,1,1,216,89,1,0,0,0,0,0,0,0,1,0
1563,8,2004,2005,174.0,2,1373,1594,1646,1646,2,2.0,5,1,2,482,4,0,0,1,0,0,0,0,0,0,1
483,7,2007,2008,166.0,2,904,1314,1314,1314,2,2.0,6,1,2,626,2,0,0,1,0,0,0,0,0,0,1
796,5,1984,1984,149.0,2,552,1049,1049,1049,2,2.0,5,0,1,266,25,0,1,0,0,0,0,0,1,0,0
1526,6,1915,1976,0.0,1,0,840,840,1680,2,1.0,8,0,1,308,93,1,0,0,0,0,0,0,0,1,0
2042,7,1910,1950,0.0,0,0,925,964,1889,1,1.0,9,1,1,308,97,0,1,0,0,0,0,0,0,1,0
442,9,2008,2008,285.0,3,1142,1774,1808,1808,2,3.0,7,1,3,850,1,0,0,1,0,0,0,0,0,1,0
1693,8,2006,2007,190.0,2,0,1108,1148,2550,2,3.0,11,1,3,670,1,0,0,1,0,0,0,0,1,0,0
1468,7,1994,1995,0.0,2,642,915,933,1908,2,2.0,8,1,2,493,14,0,0,1,0,0,0,0,0,1,0
1430,6,1966,1966,0.0,1,262,1182,1643,1643,2,1.0,6,1,2,438,42,0,1,0,0,0,0,0,0,1,0
2605,5,1900,1970,0.0,1,664,954,1766,2414,2,1.0,10,1,2,520,106,0,1,0,0,0,0,0,0,1,0
1529,8,1925,1997,0.0,2,406,798,798,1512,2,2.0,7,1,1,180,83,0,0,1,0,0,0,0,0,1,0
335,5,1962,1962,189.0,1,593,1188,1188,1188,1,1.0,6,0,1,312,48,0,1,0,0,0,0,0,1,0,0
1287,5,1948,2005,0.0,1,0,780,948,1323,1,1.0,6,0,2,400,60,1,0,0,0,0,0,0,0,1,0
31,5,1971,1971,492.0,1,300,525,525,1092,1,1.0,6,0,1,320,39,0,1,0,0,0,0,0,1,0,0
1785,7,2007,2007,205.0,3,1126,1726,1726,1726,2,3.0,8,1,3,786,0,0,0,1,0,0,0,0,0,0,1
82,6,1980,1981,130.0,1,0,650,888,1564,2,1.0,7,1,2,476,30,0,1,0,0,0,0,0,1,0,0
2620,4,1950,1950,0.0,1,455,910,910,1521,1,2.0,6,0,1,597,56,0,1,0,0,0,0,0,0,1,0
252,7,2009,2009,0.0,1,0,1226,1226,1226,2,2.0,6,0,3,740,1,0,0,1,0,0,0,0,0,1,0
721,4,1910,1950,0.0,1,0,624,816,816,1,1.0,5,1,0,0,99,1,0,0,0,0,0,0,0,1,0
2165,6,2006,2007,0.0,2,0,1330,1330,1330,2,2.0,6,1,2,437,1,0,0,1,0,0,0,0,0,1,0
2316,6,1997,1997,0.0,1,714,802,802,1511,2,1.0,8,1,2,413,9,0,0,1,0,0,0,0,0,1,0
775,5,1982,1982,0.0,1,685,858,858,858,1,1.0,5,0,2,576,27,0,1,0,0,0,0,0,0,1,0
1558,3,1935,1950,0.0,0,0,894,894,894,1,1.0,6,0,3,1248,73,0,1,0,0,0,0,0,0,1,0
17,8,1988,2005,0.0,2,427,559,1080,1752,2,1.0,8,0,2,492,22,0,0,0,0,0,1,0,0,1,0
1022,7,1979,1979,194.0,2,864,1782,1782,1782,2,2.0,6,1,2,551,29,0,1,0,0,0,0,0,1,0,0
925,5,1921,1950,0.0,1,0,731,820,1343,1,1.0,7,1,1,186,88,1,0,0,0,0,0,0,0,1,0
438,8,2006,2006,250.0,2,0,1709,1717,1717,2,2.0,7,1,3,908,3,0,0,1,0,0,0,0,0,0,1
1270,5,1960,1960,0.0,1,666,1075,1507,1507,2,1.0,7,0,1,404,48,0,1,0,0,0,0,0,0,1,0
1272,5,1962,1962,0.0,1,520,1027,1027,1027,1,1.0,6,0,1,299,46,0,1,0,0,0,0,0,0,1,0
215,5,1910,1950,0.0,1,736,856,936,1680,2,1.0,7,1,2,450,100,1,0,0,0,0,0,0,0,1,0
266,7,2003,2003,223.0,2,483,941,941,1829,2,2.0,7,1,2,613,7,0,0,1,0,0,0,0,1,0,0
2402,8,2005,2005,280.0,2,546,1058,1058,1904,2,3.0,8,1,2,736,1,0,0,1,0,0,0,0,1,0,0
1250,5,1951,1951,0.0,1,852,952,952,952,1,1.0,4,0,2,840,57,0,1,0,0,0,0,0,0,1,0
1984,4,1937,2000,435.0,1,168,907,1131,1131,1,1.0,7,0,2,672,70,1,0,0,0,0,0,1,0,0,0
1279,5,1955,1967,0.0,1,370,768,1024,1588,1,1.0,6,0,2,480,53,0,1,0,0,0,0,0,0,1,0
377,7,1980,1991,229.0,1,602,1043,1539,2673,2,2.0,9,1,2,441,29,0,1,0,0,0,0,0,1,0,0
1252,5,1957,1982,0.0,1,0,0,1764,1764,2,1.0,7,1,1,301,51,1,0,0,0,0,0,0,0,1,0
2156,8,1995,1996,438.0,2,1079,1220,1220,2090,2,2.0,8,1,2,556,12,0,0,1,0,0,0,0,1,0,0
499,8,1998,1999,975.0,2,854,1225,1276,2612,2,2.0,8,1,3,676,11,0,0,1,0,0,0,0,1,0,0
1374,5,1948,1950,0.0,1,0,720,720,1271,2,1.0,7,1,1,312,60,0,1,0,0,0,0,0,0,1,0
2898,7,1990,1991,0.0,1,1216,1216,1298,2514,2,1.0,8,0,2,693,16,0,0,0,0,0,1,0,0,1,0
401,4,1971,1971,0.0,1,524,864,864,864,1,1.0,4,0,2,576,38,0,1,0,0,0,0,0,0,1,0
2721,5,1957,2000,67.0,1,168,1134,1803,1803,2,1.0,8,1,2,484,49,0,1,0,0,0,0,1,0,0,0
2078,6,1954,1994,300.0,1,353,1288,2422,2422,3,2.0,6,2,2,527,53,0,1,0,0,0,0,0,0,0,1
2589,5,1955,1955,0.0,1,144,1056,1056,1056,1,1.0,6,0,1,300,51,0,1,0,0,0,0,0,0,1,0
1946,5,1935,2007,0.0,1,0,666,1308,3086,3,2.0,9,0,3,1200,72,1,0,0,0,0,0,0,0,1,0
1334,6,1900,2000,0.0,1,0,554,736,1290,1,1.0,6,0,1,200,108,1,0,0,0,0,0,0,0,1,0
2781,7,2001,2002,150.0,2,0,1541,1541,1541,2,2.0,6,1,3,843,5,0,0,1,0,0,0,0,1,0,0
431,10,2009,2009,305.0,3,1436,2006,2020,2020,2,3.0,9,1,3,900,0,0,1,0,0,0,0,0,1,0,0
576,8,1981,1981,0.0,2,960,1226,1226,1226,1,2.0,4,2,2,484,28,0,1,0,0,0,0,0,0,1,0
1474,7,2003,2003,196.0,2,706,856,856,1710,2,2.0,8,0,2,548,5,0,0,1,0,0,0,0,1,0,0
2254,7,1975,1975,50.0,1,224,852,918,918,1,1.0,4,0,1,360,32,0,1,0,0,0,0,0,0,0,1
2155,9,2002,2002,215.0,2,1059,1626,1668,1668,2,2.0,7,1,3,702,5,0,0,1,0,0,0,0,0,0,1
885,4,1949,2003,0.0,1,0,0,1126,1126,2,2.0,5,0,2,520,60,0,1,0,0,0,0,0,0,1,0
643,6,1954,1954,80.0,1,490,1062,1062,1062,1,1.0,6,0,1,297,55,0,1,0,0,0,0,0,1,0,0
1944,5,1949,2003,0.0,1,220,845,893,893,1,2.0,4,0,2,576,58,0,1,0,0,0,0,0,0,1,0
480,7,2004,2004,0.0,2,0,846,846,1594,2,2.0,7,1,2,434,5,0,0,1,0,0,0,0,0,1,0
2845,4,1910,1993,0.0,1,0,616,1055,1273,1,2.0,5,0,1,275,96,1,0,0,0,0,0,0,0,1,0
